00039,2016-12,0.35,0.1,9.95,0.395,-0.02,9.43,0.15,-0.02,9.43,0.02,-0.03,6.17
00039,2017-06,0.395,-0.03,6.32,0.375,-0.03,6.17,0.02,-0.03,6.17,2.2,-0.01,11.76
00039,2017-12,0.34,0.04,8.02,0.3,-0.01,11.76,2.2,-0.01,11.76,0.17,-0.07,6.03
00039,2018-06,0.285,0.07,6.0,0.245,-0.07,6.03,0.17,-0.07,6.03,0.08,-0.12,1.81
00040,2015-09,0.7991,0.12,12.73,0.6272,-0.27,1.89,5.91,-0.27,1.89,2.4,0.08,0.46
00040,2016-03,0.7168,0.02,1.67,0.71,0.08,0.46,2.4,0.08,0.46,1.67,0.0,0.51
00040,2016-09,0.6281,-0.1,1.67,0.6736,0.0,0.51,1.67,0.0,0.51,2.6,0.01,0.39
00040,2017-03,0.6375,-0.02,0.78,0.675,0.01,0.39,2.6,0.01,0.39,1.69,0.08,2.1
00040,2017-09,0.6562,0.02,0.65,0.6562,0.08,2.1,1.69,0.08,2.1,2.6,-0.01,0.53
00040,2018-03,0.751,0.06,1.26,0.7904,-0.01,0.53,2.6,-0.01,0.53,2.85,-0.16,0.16
00041,2015-12,19.7089,-5.12,3.28,20.6894,2.01,1.82,498.0,2.01,1.82,221.0,4.69,3.69
00041,2016-06,17.8661,2.45,2.81,24.2627,4.69,3.69,221.0,4.69,3.69,410.0,2.08,2.02
00041,2016-12,28.8567,3.96,2.44,30.976,2.08,2.02,410.0,2.08,2.02,537.0,3.95,1.53
00041,2017-06,32.8734,-0.36,2.97,34.4388,3.95,1.53,537.0,3.95,1.53,1283.0,-0.12,1.44
00041,2017-12,36.6509,2.12,2.04,37.4014,-0.12,1.44,1283.0,-0.12,1.44,501.0,-0.67,1.15
00041,2018-06,36.2264,-0.47,1.72,37.3826,-0.67,1.15,501.0,-0.67,1.15,833.0,-5.65,3.01
00042,2017-06,2.28,-0.19,56.24,1.94,-0.37,21.39,-2.28,-0.37,21.39,-45.0,-0.37,14.55
00042,2017-12,1.7,-0.1,29.52,1.54,-0.37,14.55,-45.0,-0.37,14.55,0.44,-0.39,1.66
00042,2018-06,1.25,-0.29,9.3,0.9,-0.39,1.66,0.44,-0.39,1.66,2.28,0.01,0.83
00045,2015-12,7.5664,-1.88,0.88,7.5369,-0.12,1.23,65.0,-0.12,1.23,13.0,-0.22,1.81
00045,2016-06,6.7361,-0.41,1.57,7.1906,-0.22,1.81,13.0,-0.22,1.81,43.0,0.88,8.73
00045,2016-12,7.3523,-0.12,0.97,7.3523,0.88,8.73,43.0,0.88,8.73,33.0,5.03,6.47
00045,2017-06,7.969,0.5,2.36,8.5857,5.03,6.47,33.0,5.03,6.47,73.0,-1.45,3.42
00045,2017-12,12.1283,-1.01,15.31,10.4153,-1.45,3.42,73.0,-1.45,3.42,41.0,-0.59,2.35
00045,2018-06,10.5725,0.31,5.09,10.8723,-0.59,2.35,41.0,-0.59,2.35,78.0,0.14,2.13
00046,2015-12,2.0614,-0.74,1.54,2.1442,0.28,1.44,18.27,0.28,1.44,9.36,-0.2,1.6
00046,2016-06,2.0697,-0.17,1.02,2.0929,-0.2,1.6,9.36,-0.2,1.6,20.81,0.03,0.7
00046,2016-12,2.1355,0.17,1.01,2.2681,0.03,0.7,20.81,0.03,0.7,9.42,0.04,3.56
00046,2017-06,2.2769,0.33,3.1,2.6133,0.04,3.56,9.42,0.04,3.56,22.43,0.02,0.94
00046,2017-12,2.5986,-0.1,1.56,2.5334,0.02,0.94,22.43,0.02,0.94,12.47,-0.12,1.37
00046,2018-06,2.5427,0.15,1.46,2.6358,-0.12,1.37,12.47,-0.12,1.37,27.85,-0.12,1.24
00047,2015-12,0.0817,-0.03,2.44,0.0917,0.0,0.61,0.66,0.0,0.61,0.4,-0.02,4.95
00047,2016-06,0.0862,0.01,0.55,0.0871,-0.02,4.95,0.4,-0.02,4.95,1.26,0.02,3.2
00047,2016-12,0.0866,0.02,1.54,0.1053,0.02,3.2,1.26,0.02,3.2,0.88,-0.01,6.45
00047,2017-06,0.1192,0.11,6.99,0.1741,-0.01,6.45,0.88,-0.01,6.45,1.71,0.02,4.51
